SKU_ID,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,stock_negativo,Costo_Unitario_Limpio,Lead_Time_Limpio
PROD-1780,laptops,567.0,624.2,142,,sur,2024-08-18,False,624.2,5.0
PROD-1960,laptops,1633.0,1125.87,114,10.0,norte,2024-08-20,False,1125.87,10.0
PROD-2318,tablets,1660.0,543.01,255,,bod-ext-99,2024-08-20,False,543.01,5.0
PROD-1382,accesorios,16.0,1469.77,145,5.0,bod-ext-99,2024-08-20,False,1469.77,5.0
PROD-3242,laptops,1288.0,1026.46,280,,norte,2024-08-21,False,1026.46,5.0
PROD-2386,laptops,1000.0,1123.96,100,3.0,norte,2024-08-21,False,1123.96,3.0
PROD-2504,smart-phone,507.0,449.57,185,3.0,zona_franca,2024-08-21,False,449.57,3.0
PROD-3223,monitores,941.0,369.68,124,10.0,norte,2024-08-21,False,369.68,10.0
PROD-1279,tablets,-30.0,66.39,211,,sur,2024-08-21,True,66.39,5.0
PROD-1296,laptop,913.0,1218.19,198,3.0,bod-ext-99,2024-08-22,False,1218.19,3.0
PROD-3473,accesorios,1440.0,247.28,169,,sur,2024-08-22,False,247.28,5.0
PROD-2861,laptop,1912.0,212.98,271,,bod-ext-99,2024-08-22,False,212.98,5.0
PROD-1545,,1537.0,1067.52,202,,norte,2024-08-22,False,1067.52,5.0
PROD-3111,monitores,170.0,246.83,230,5.0,norte,2024-08-22,False,246.83,5.0
PROD-1119,monitores,1747.0,426.52,153,3.0,occidente,2024-08-22,False,426.52,3.0
PROD-1699,smartphones,285.0,1323.15,283,,norte,2024-08-22,False,1323.15,5.0
PROD-2240,monitores,73.0,422.74,114,3.0,bod-ext-99,2024-08-23,False,422.74,3.0
PROD-2594,accesorios,1305.0,547.39,245,5.0,sur,2024-08-23,False,547.39,5.0
PROD-2585,tablets,569.0,329.38,101,3.0,sur,2024-08-23,False,329.38,3.0
PROD-3159,monitores,344.0,1316.62,198,,sur,2024-08-23,False,1316.62,5.0
PROD-3386,tablets,396.0,492.39,295,3.0,zona_franca,2024-08-23,False,492.39,3.0
PROD-1554,laptops,-34.0,530.46,160,5.0,occidente,2024-08-23,True,530.46,5.0
PROD-1593,accesorios,1777.0,233.89,188,,norte,2024-08-23,False,233.89,5.0
PROD-2961,laptops,1667.0,88.58,116,3.0,zona_franca,2024-08-24,False,88.58,3.0
PROD-2509,accesorios,336.0,346.96,170,,occidente,2024-08-24,False,346.96,5.0
PROD-2555,monitores,1502.0,1469.6,177,3.0,sur,2024-08-24,False,1469.6,3.0
PROD-2230,smart-phone,1128.0,1378.91,286,10.0,sur,2024-08-24,False,1378.91,10.0
PROD-1627,laptop,1206.0,230.3,227,,zona_franca,2024-08-24,False,230.3,5.0
PROD-3037,smart-phone,448.0,1203.59,237,,occidente,2024-08-24,False,1203.59,5.0
PROD-2405,,1178.0,102.87,198,,occidente,2024-08-25,False,102.87,5.0
PROD-1890,smart-phone,1599.0,503.27,155,3.0,zona_franca,2024-08-25,False,503.27,3.0
PROD-2184,,1478.0,1230.86,138,,sur,2024-08-25,False,1230.86,5.0
PROD-3076,accesorios,766.0,1407.46,296,,sur,2024-08-26,False,1407.46,5.0
PROD-3195,tablets,404.0,346.17,121,5.0,norte,2024-08-26,False,346.17,5.0
PROD-2659,,1874.0,1443.08,172,,zona_franca,2024-08-26,False,1443.08,5.0
PROD-1907,smartphones,619.0,781.46,268,10.0,sur,2024-08-27,False,781.46,10.0
PROD-1829,,522.0,848.27,236,,norte,2024-08-27,False,848.27,5.0
PROD-2923,smartphones,1409.0,701.1,122,,zona_franca,2024-08-27,False,701.1,5.0
PROD-1468,monitores,913.0,567.06,209,,occidente,2024-08-28,False,567.06,5.0
PROD-3403,monitores,1831.0,1078.48,126,,bod-ext-99,2024-08-28,False,1078.48,5.0
PROD-2362,laptops,363.0,816.55,289,,norte,2024-08-28,False,816.55,5.0
PROD-1409,laptop,313.0,531.36,155,10.0,zona_franca,2024-08-28,False,531.36,10.0
PROD-2399,monitores,109.0,332.69,182,,sur,2024-08-28,False,332.69,5.0
PROD-3102,monitores,1205.0,1238.53,172,,sur,2024-08-29,False,1238.53,5.0
PROD-3364,accesorios,1419.0,1407.44,256,,bod-ext-99,2024-08-29,False,1407.44,5.0
PROD-2027,smartphones,1749.0,422.14,222,,sur,2024-08-29,False,422.14,5.0
PROD-1188,smart-phone,1134.0,1249.59,217,,zona_franca,2024-08-30,False,1249.59,5.0
PROD-2394,monitores,1419.0,672.27,113,,norte,2024-08-30,False,672.27,5.0
PROD-2941,,1277.0,685.16,120,,norte,2024-08-30,False,685.16,5.0
PROD-1257,laptop,1446.0,171.99,218,,occidente,2024-08-30,False,171.99,5.0
PROD-2998,smart-phone,145.0,356.99,221,3.0,sur,2024-08-30,False,356.99,3.0
PROD-1558,,1070.0,708.57,252,,norte,2024-08-30,False,708.57,5.0
PROD-1214,smartphones,1331.0,1274.77,276,,zona_franca,2024-08-31,False,1274.77,5.0
PROD-3309,smartphones,1778.0,154.71,235,3.0,bod-ext-99,2024-08-31,False,154.71,3.0
PROD-2090,accesorios,91.0,1249.91,281,,norte,2024-08-31,False,1249.91,5.0
PROD-1957,laptops,105.0,1294.83,100,,norte,2024-08-31,False,1294.83,5.0
PROD-2605,smart-phone,569.0,458.65,107,,norte,2024-08-31,False,458.65,5.0
PROD-2976,smart-phone,1112.0,203.19,166,,occidente,2024-08-31,False,203.19,5.0
PROD-2347,smart-phone,528.0,868.4,207,5.0,bod-ext-99,2024-09-01,False,868.4,5.0
PROD-2513,laptops,689.0,611.47,230,,bod-ext-99,2024-09-01,False,611.47,5.0
PROD-2188,smartphones,1631.0,394.35,212,,bod-ext-99,2024-09-01,False,394.35,5.0
PROD-3232,tablets,1546.0,1016.29,210,,occidente,2024-09-01,False,1016.29,5.0
PROD-1607,,730.0,870.48,256,3.0,bod-ext-99,2024-09-01,False,870.48,3.0
PROD-2752,tablets,53.0,1270.35,292,,bod-ext-99,2024-09-02,False,1270.35,5.0
PROD-1884,,1077.0,1295.71,168,,zona_franca,2024-09-02,False,1295.71,5.0
PROD-2511,smart-phone,490.0,1120.89,112,,bod-ext-99,2024-09-03,False,1120.89,5.0
PROD-2045,smartphones,1994.0,224.53,167,,occidente,2024-09-03,False,224.53,5.0
PROD-2528,laptop,433.0,1146.48,131,,norte,2024-09-03,False,1146.48,5.0
PROD-2450,,,596.63,169,,occidente,2024-09-03,False,596.63,5.0
PROD-1652,smart-phone,1603.0,1358.48,206,,occidente,2024-09-03,False,1358.48,5.0
PROD-2986,tablets,1587.0,464.9,113,10.0,zona_franca,2024-09-03,False,464.9,10.0
PROD-3141,tablets,169.0,974.09,193,3.0,sur,2024-09-03,False,974.09,3.0
PROD-3354,laptop,1829.0,1306.56,294,10.0,norte,2024-09-03,False,1306.56,10.0
PROD-3382,tablets,-11.0,534.37,190,10.0,norte,2024-09-04,True,534.37,10.0
PROD-2471,tablets,822.0,316.86,142,,sur,2024-09-04,False,316.86,5.0
PROD-2279,accesorios,114.0,749.77,153,,zona_franca,2024-09-04,False,749.77,5.0
PROD-3120,,593.0,178.18,188,10.0,occidente,2024-09-04,False,178.18,10.0
PROD-2126,accesorios,856.0,1288.22,261,3.0,zona_franca,2024-09-04,False,1288.22,3.0
PROD-1241,smart-phone,1297.0,925.12,174,,sur,2024-09-05,False,925.12,5.0
PROD-2620,monitores,136.0,826.54,218,10.0,bod-ext-99,2024-09-05,False,826.54,10.0
PROD-2479,,278.0,264.54,224,,norte,2024-09-06,False,264.54,5.0
PROD-2208,laptops,1760.0,399.17,240,3.0,norte,2024-09-06,False,399.17,3.0
PROD-1110,,353.0,1005.14,237,10.0,sur,2024-09-06,False,1005.14,10.0
PROD-3018,laptops,36.0,415.87,196,3.0,norte,2024-09-06,False,415.87,3.0
PROD-2674,laptops,354.0,772.58,199,3.0,bod-ext-99,2024-09-07,False,772.58,3.0
PROD-1165,laptops,525.0,655.62,121,3.0,sur,2024-09-07,False,655.62,3.0
PROD-2080,smartphones,729.0,1488.6,293,10.0,occidente,2024-09-08,False,1488.6,10.0
PROD-1363,tablets,1075.0,1283.33,188,,sur,2024-09-08,False,1283.33,5.0
PROD-2515,laptop,68.0,491.51,120,,norte,2024-09-08,False,491.51,5.0
PROD-2428,laptop,582.0,1066.26,246,10.0,norte,2024-09-09,False,1066.26,10.0
PROD-2413,,1689.0,661.48,192,,occidente,2024-09-09,False,661.48,5.0
PROD-1641,laptop,232.0,82.0,244,10.0,norte,2024-09-10,False,82.0,10.0
PROD-2579,smartphones,1882.0,1459.18,192,5.0,zona_franca,2024-09-10,False,1459.18,5.0
PROD-1749,tablets,1744.0,155.47,248,,norte,2024-09-10,False,155.47,5.0
PROD-2971,monitores,1592.0,1030.48,163,10.0,bod-ext-99,2024-09-10,False,1030.48,10.0
PROD-1071,tablets,1057.0,317.72,182,3.0,bod-ext-99,2024-09-10,False,317.72,3.0
PROD-3295,accesorios,1117.0,985.47,227,3.0,norte,2024-09-10,False,985.47,3.0
PROD-2301,accesorios,615.0,1105.77,218,5.0,norte,2024-09-10,False,1105.77,5.0
PROD-1706,accesorios,1851.0,834.84,229,5.0,norte,2024-09-10,False,834.84,5.0
PROD-3001,accesorios,1638.0,775.9,110,,norte,2024-09-11,False,775.9,5.0
PROD-2679,tablets,1372.0,796.99,190,,sur,2024-09-11,False,796.99,5.0
PROD-2231,,1987.0,525.37,175,5.0,sur,2024-09-11,False,525.37,5.0
PROD-1798,laptops,1592.0,876.92,259,3.0,bod-ext-99,2024-09-11,False,876.92,3.0
PROD-1483,laptop,1033.0,506.63,170,,norte,2024-09-11,False,506.63,5.0
PROD-1873,laptops,1400.0,1401.02,134,10.0,bod-ext-99,2024-09-11,False,1401.02,10.0
PROD-2026,tablets,937.0,714.14,265,,norte,2024-09-12,False,714.14,5.0
PROD-1184,laptops,231.0,151.66,260,,sur,2024-09-12,False,151.66,5.0
PROD-2444,smartphones,-28.0,1285.47,194,10.0,zona_franca,2024-09-13,True,1285.47,10.0
PROD-1293,tablets,1775.0,123.33,142,5.0,zona_franca,2024-09-13,False,123.33,5.0
PROD-1498,laptops,139.0,507.1,187,3.0,sur,2024-09-13,False,507.1,3.0
PROD-2219,smartphones,879.0,1392.79,183,,occidente,2024-09-13,False,1392.79,5.0
PROD-1816,laptops,1888.0,794.88,121,10.0,norte,2024-09-13,False,794.88,10.0
PROD-1708,,613.0,116.1,102,,norte,2024-09-14,False,116.1,5.0
PROD-2949,smart-phone,819.0,317.16,259,,norte,2024-09-15,False,317.16,5.0
PROD-1553,accesorios,54.0,1068.06,264,10.0,norte,2024-09-15,False,1068.06,10.0
PROD-2982,accesorios,772.0,1259.96,288,,bod-ext-99,2024-09-15,False,1259.96,5.0
PROD-3160,monitores,1309.0,392.89,136,,norte,2024-09-15,False,392.89,5.0
PROD-2654,tablets,1377.0,58.97,260,,zona_franca,2024-09-15,False,58.97,5.0
PROD-3320,smart-phone,443.0,1445.39,168,,occidente,2024-09-16,False,1445.39,5.0
PROD-1065,tablets,1833.0,1348.57,255,3.0,bod-ext-99,2024-09-16,False,1348.57,3.0
PROD-2032,laptops,1035.0,1493.81,247,3.0,zona_franca,2024-09-17,False,1493.81,3.0
PROD-3414,tablets,1707.0,1317.88,139,10.0,zona_franca,2024-09-17,False,1317.88,10.0
PROD-3494,monitores,1294.0,512.29,186,,occidente,2024-09-17,False,512.29,5.0
PROD-2534,smartphones,1429.0,134.76,178,,zona_franca,2024-09-18,False,134.76,5.0
PROD-2106,monitores,551.0,1432.43,231,10.0,sur,2024-09-18,False,1432.43,10.0
PROD-1731,laptops,1786.0,652.39,101,,norte,2024-09-18,False,652.39,5.0
PROD-2539,monitores,438.0,629.98,114,,sur,2024-09-19,False,629.98,5.0
PROD-2566,monitores,165.0,1451.72,123,,norte,2024-09-19,False,1451.72,5.0
PROD-1033,tablets,1645.0,692.06,123,10.0,zona_franca,2024-09-20,False,692.06,10.0
PROD-2420,laptops,767.0,204.6,180,,occidente,2024-09-20,False,204.6,5.0
PROD-1245,laptop,-32.0,1410.87,291,3.0,bod-ext-99,2024-09-21,True,1410.87,3.0
PROD-3377,,1372.0,763.3,183,5.0,sur,2024-09-21,False,763.3,5.0
PROD-3353,,115.0,233.86,114,,occidente,2024-09-21,False,233.86,5.0
PROD-3210,monitores,1648.0,406.44,282,5.0,zona_franca,2024-09-21,False,406.44,5.0
PROD-2491,smart-phone,1001.0,1333.6,115,,sur,2024-09-22,False,1333.6,5.0
PROD-1517,laptop,1499.0,232.05,295,,norte,2024-09-22,False,232.05,5.0
PROD-3490,smartphones,902.0,814.16,154,,zona_franca,2024-09-23,False,814.16,5.0
PROD-3402,smart-phone,966.0,348.68,122,10.0,zona_franca,2024-09-23,False,348.68,10.0
PROD-2260,smart-phone,711.0,1414.44,145,,occidente,2024-09-23,False,1414.44,5.0
PROD-1546,monitores,573.0,856.87,293,,norte,2024-09-23,False,856.87,5.0
PROD-1636,laptops,184.0,1407.11,290,5.0,bod-ext-99,2024-09-24,False,1407.11,5.0
PROD-2695,,228.0,375.36,263,5.0,zona_franca,2024-09-24,False,375.36,5.0
PROD-1572,laptops,97.0,705.02,151,5.0,norte,2024-09-24,False,705.02,5.0
PROD-1878,monitores,425.0,121.37,184,10.0,occidente,2024-09-25,False,121.37,10.0
PROD-1067,laptops,1291.0,505.12,166,,norte,2024-09-25,False,505.12,5.0
PROD-3165,smart-phone,1342.0,285.64,224,,zona_franca,2024-09-25,False,285.64,5.0
PROD-3087,laptops,1046.0,422.87,260,,occidente,2024-09-26,False,422.87,5.0
PROD-1367,tablets,693.0,1243.75,185,,occidente,2024-09-26,False,1243.75,5.0
PROD-2685,laptops,424.0,607.55,103,,norte,2024-09-26,False,607.55,5.0
PROD-2462,monitores,1277.0,1353.91,204,10.0,zona_franca,2024-09-26,False,1353.91,10.0
PROD-3142,laptop,1875.0,152.51,183,3.0,zona_franca,2024-09-27,False,152.51,3.0
PROD-1190,smart-phone,1179.0,657.82,132,10.0,occidente,2024-09-27,False,657.82,10.0
PROD-3045,,96.0,1241.13,261,5.0,norte,2024-09-27,False,1241.13,5.0
PROD-1611,tablets,472.0,258.03,118,10.0,sur,2024-09-27,False,258.03,10.0
PROD-3135,monitores,1803.0,1272.27,119,10.0,occidente,2024-09-27,False,1272.27,10.0
PROD-2576,smart-phone,1896.0,1248.37,143,10.0,norte,2024-09-28,False,1248.37,10.0
PROD-2046,smartphones,1878.0,148.03,288,,norte,2024-09-28,False,148.03,5.0
PROD-1787,,581.0,352.06,141,,zona_franca,2024-09-28,False,352.06,5.0
PROD-3062,smart-phone,188.0,1470.94,287,5.0,bod-ext-99,2024-09-28,False,1470.94,5.0
PROD-1561,smartphones,664.0,413.77,214,,zona_franca,2024-09-29,False,413.77,5.0
PROD-2293,laptops,1157.0,51.37,170,10.0,norte,2024-09-29,False,51.37,10.0
PROD-2582,monitores,1491.0,730.64,252,,bod-ext-99,2024-09-29,False,730.64,5.0
PROD-2200,monitores,,1331.34,183,,bod-ext-99,2024-09-30,False,1331.34,5.0
PROD-2856,monitores,157.0,991.86,218,10.0,norte,2024-10-02,False,991.86,10.0
PROD-1831,monitores,126.0,806.0,249,,occidente,2024-10-02,False,806.0,5.0
PROD-3483,,1017.0,131.09,287,5.0,norte,2024-10-02,False,131.09,5.0
PROD-1849,laptop,560.0,854.94,161,,norte,2024-10-02,False,854.94,5.0
PROD-2243,smart-phone,1993.0,1128.66,273,,bod-ext-99,2024-10-03,False,1128.66,5.0
PROD-2985,laptop,70.0,1283.74,231,,occidente,2024-10-03,False,1283.74,5.0
PROD-3439,smartphones,332.0,1213.3,189,5.0,occidente,2024-10-03,False,1213.3,5.0
PROD-1921,smart-phone,1345.0,1276.88,295,,zona_franca,2024-10-05,False,1276.88,5.0
PROD-1360,accesorios,649.0,669.86,296,,bod-ext-99,2024-10-05,False,669.86,5.0
PROD-2258,,1327.0,576.72,171,,bod-ext-99,2024-10-05,False,576.72,5.0
PROD-2507,tablets,347.0,1159.71,108,,occidente,2024-10-05,False,1159.71,5.0
PROD-1080,smart-phone,823.0,484.92,209,,sur,2024-10-05,False,484.92,5.0
PROD-1666,laptop,1805.0,917.92,121,10.0,zona_franca,2024-10-05,False,917.92,10.0
PROD-1158,laptops,1943.0,641.23,124,3.0,norte,2024-10-06,False,641.23,3.0
PROD-3406,laptop,259.0,1175.0,208,10.0,sur,2024-10-06,False,1175.0,10.0
PROD-2300,smart-phone,,272.06,200,3.0,norte,2024-10-06,False,272.06,3.0
PROD-2037,smart-phone,1535.0,346.15,173,,norte,2024-10-06,False,346.15,5.0
PROD-2019,monitores,1176.0,651.96,271,3.0,bod-ext-99,2024-10-07,False,651.96,3.0
PROD-2202,accesorios,1353.0,1041.61,195,5.0,occidente,2024-10-07,False,1041.61,5.0
PROD-2759,smartphones,1611.0,155.37,159,5.0,norte,2024-10-08,False,155.37,5.0
PROD-2104,laptop,353.0,528.73,173,,norte,2024-10-08,False,528.73,5.0
PROD-2233,laptops,1207.0,1151.74,181,5.0,sur,2024-10-09,False,1151.74,5.0
PROD-1028,,1365.0,952.9,215,,zona_franca,2024-10-09,False,952.9,5.0
PROD-3455,monitores,1084.0,726.24,124,5.0,bod-ext-99,2024-10-09,False,726.24,5.0
PROD-1017,,1293.0,510.45,143,,norte,2024-10-10,False,510.45,5.0
PROD-1979,laptop,1737.0,1252.87,109,10.0,bod-ext-99,2024-10-10,False,1252.87,10.0
PROD-1975,tablets,,791.11,222,10.0,occidente,2024-10-11,False,791.11,10.0
PROD-3319,smart-phone,1888.0,277.95,106,3.0,occidente,2024-10-11,False,277.95,3.0
PROD-3209,laptops,314.0,722.71,140,10.0,sur,2024-10-12,False,722.71,10.0
PROD-3488,accesorios,1454.0,1262.84,131,3.0,norte,2024-10-12,False,1262.84,3.0
PROD-1443,,1776.0,478.94,200,3.0,bod-ext-99,2024-10-12,False,478.94,3.0
PROD-3343,laptops,811.0,1094.0,258,,norte,2024-10-13,False,1094.0,5.0
PROD-1818,accesorios,1830.0,59.37,209,10.0,zona_franca,2024-10-13,False,59.37,10.0
PROD-1709,,1082.0,1421.66,142,,sur,2024-10-13,False,1421.66,5.0
PROD-2168,smartphones,1578.0,546.76,190,,bod-ext-99,2024-10-13,False,546.76,5.0
PROD-2047,laptops,1297.0,1099.84,288,,zona_franca,2024-10-13,False,1099.84,5.0
PROD-1825,accesorios,,302.89,223,3.0,bod-ext-99,2024-10-14,False,302.89,3.0
PROD-1317,laptops,1145.0,1152.23,235,3.0,sur,2024-10-14,False,1152.23,3.0
PROD-2093,smart-phone,1825.0,399.69,140,,norte,2024-10-14,False,399.69,5.0
PROD-1939,tablets,930.0,1420.28,287,,bod-ext-99,2024-10-14,False,1420.28,5.0
PROD-3328,smart-phone,855.0,777.71,165,,zona_franca,2024-10-14,False,777.71,5.0
PROD-1494,monitores,1072.0,493.33,240,,norte,2024-10-14,False,493.33,5.0
PROD-2034,laptops,1008.0,1385.0,181,5.0,zona_franca,2024-10-14,False,1385.0,5.0
PROD-2692,accesorios,943.0,546.0,286,5.0,bod-ext-99,2024-10-15,False,546.0,5.0
PROD-2316,tablets,553.0,736.48,108,5.0,norte,2024-10-15,False,736.48,5.0
PROD-2417,smart-phone,1834.0,877.82,162,3.0,sur,2024-10-15,False,877.82,3.0
PROD-2494,laptop,771.0,1374.18,161,3.0,zona_franca,2024-10-16,False,1374.18,3.0
PROD-1720,tablets,1156.0,1042.26,265,,sur,2024-10-16,False,1042.26,5.0
PROD-1359,smartphones,948.0,646.23,161,,occidente,2024-10-16,False,646.23,5.0
PROD-2176,smart-phone,1948.0,1221.99,175,5.0,norte,2024-10-18,False,1221.99,5.0
PROD-1786,smart-phone,219.0,1487.72,138,,sur,2024-10-18,False,1487.72,5.0
PROD-1544,laptops,495.0,325.41,206,,occidente,2024-10-18,False,325.41,5.0
PROD-1913,tablets,1708.0,637.72,263,,zona_franca,2024-10-18,False,637.72,5.0
PROD-2028,monitores,1571.0,1140.57,238,,occidente,2024-10-18,False,1140.57,5.0
PROD-3155,accesorios,1798.0,655.21,103,5.0,occidente,2024-10-18,False,655.21,5.0
PROD-2117,monitores,502.0,1368.67,262,5.0,bod-ext-99,2024-10-19,False,1368.67,5.0
PROD-1833,accesorios,1583.0,334.63,205,,norte,2024-10-20,False,334.63,5.0
PROD-3064,smartphones,1406.0,1045.68,195,10.0,zona_franca,2024-10-21,False,1045.68,10.0
PROD-1341,accesorios,432.0,625.64,175,5.0,sur,2024-10-21,False,625.64,5.0
PROD-1564,accesorios,28.0,1455.52,109,,occidente,2024-10-21,False,1455.52,5.0
PROD-1881,laptop,854.0,421.48,210,3.0,occidente,2024-10-22,False,421.48,3.0
PROD-3299,,925.0,257.44,199,,zona_franca,2024-10-22,False,257.44,5.0
PROD-3286,smartphones,894.0,341.32,250,,norte,2024-10-22,False,341.32,5.0
PROD-1838,accesorios,1487.0,915.57,225,,occidente,2024-10-23,False,915.57,5.0
PROD-1694,tablets,1745.0,783.26,132,,sur,2024-10-23,False,783.26,5.0
PROD-3041,smart-phone,64.0,335.92,230,3.0,norte,2024-10-23,False,335.92,3.0
PROD-2352,smart-phone,1998.0,1456.24,162,10.0,occidente,2024-10-23,False,1456.24,10.0
PROD-1800,laptops,,1126.29,269,,norte,2024-10-23,False,1126.29,5.0
PROD-2118,monitores,805.0,325.69,293,3.0,zona_franca,2024-10-23,False,325.69,3.0
PROD-3090,tablets,1571.0,594.22,119,,bod-ext-99,2024-10-24,False,594.22,5.0
PROD-1484,monitores,1490.0,190.14,298,,zona_franca,2024-10-24,False,190.14,5.0
PROD-1729,accesorios,969.0,645.64,204,3.0,norte,2024-10-25,False,645.64,3.0
PROD-1702,laptops,111.0,120.61,130,10.0,sur,2024-10-25,False,120.61,10.0
PROD-2616,smart-phone,1969.0,65.24,268,,sur,2024-10-26,False,65.24,5.0
PROD-2036,,443.0,129.36,277,,norte,2024-10-26,False,129.36,5.0
PROD-2535,tablets,1032.0,484.9,177,,bod-ext-99,2024-10-26,False,484.9,5.0
PROD-1059,monitores,1875.0,59.97,152,5.0,bod-ext-99,2024-10-26,False,59.97,5.0
PROD-2730,laptop,995.0,610.12,132,3.0,zona_franca,2024-10-26,False,610.12,3.0
PROD-1986,accesorios,450.0,1324.96,129,,bod-ext-99,2024-10-26,False,1324.96,5.0
PROD-3358,tablets,435.0,283.25,181,3.0,sur,2024-10-26,False,283.25,3.0
PROD-1331,laptops,1022.0,1334.82,265,3.0,occidente,2024-10-27,False,1334.82,3.0
PROD-3442,accesorios,286.0,485.1,127,,norte,2024-10-29,False,485.1,5.0
PROD-2541,smart-phone,1052.0,895.8,172,,sur,2024-10-29,False,895.8,5.0
PROD-1707,,355.0,986.08,114,,zona_franca,2024-10-29,False,986.08,5.0
PROD-2713,monitores,291.0,622.0,274,5.0,sur,2024-10-29,False,622.0,5.0
PROD-2134,smartphones,1902.0,338.87,227,,zona_franca,2024-10-29,False,338.87,5.0
PROD-2050,tablets,,222.75,295,,occidente,2024-10-30,False,222.75,5.0
PROD-2234,tablets,1791.0,541.29,191,,norte,2024-10-30,False,541.29,5.0
PROD-1365,smart-phone,955.0,1404.93,225,5.0,zona_franca,2024-10-31,False,1404.93,5.0
PROD-3372,,637.0,760.95,268,5.0,occidente,2024-10-31,False,760.95,5.0
PROD-2306,,1201.0,881.67,230,,sur,2024-10-31,False,881.67,5.0
PROD-2167,laptop,578.0,1174.09,147,,occidente,2024-11-01,False,1174.09,5.0
PROD-3008,monitores,516.0,910.84,273,3.0,bod-ext-99,2024-11-01,False,910.84,3.0
PROD-2265,smartphones,249.0,622.83,232,3.0,sur,2024-11-01,False,622.83,3.0
PROD-2827,,1423.0,1308.17,281,3.0,norte,2024-11-02,False,1308.17,3.0
PROD-1381,laptop,1535.0,232.64,281,,bod-ext-99,2024-11-02,False,232.64,5.0
PROD-1314,smartphones,1748.0,283.98,211,,bod-ext-99,2024-11-02,False,283.98,5.0
PROD-2547,smart-phone,342.0,1066.59,224,3.0,norte,2024-11-02,False,1066.59,3.0
PROD-1320,,1335.0,438.85,224,,occidente,2024-11-02,False,438.85,5.0
PROD-1791,,154.0,656.66,230,,norte,2024-11-03,False,656.66,5.0
PROD-1207,accesorios,841.0,1032.29,109,3.0,sur,2024-11-03,False,1032.29,3.0
PROD-1947,,845.0,1213.47,209,,occidente,2024-11-03,False,1213.47,5.0
PROD-1854,smart-phone,481.0,177.29,165,,norte,2024-11-03,False,177.29,5.0
PROD-2763,smart-phone,531.0,839.96,172,10.0,norte,2024-11-03,False,839.96,10.0
PROD-2808,accesorios,324.0,448.27,160,3.0,bod-ext-99,2024-11-03,False,448.27,3.0
PROD-1173,accesorios,1340.0,634.65,137,,norte,2024-11-04,False,634.65,5.0
PROD-2177,,1330.0,150.1,172,,sur,2024-11-04,False,150.1,5.0
PROD-2271,laptop,1932.0,567.62,275,5.0,norte,2024-11-05,False,567.62,5.0
PROD-2891,laptop,1978.0,992.77,203,,norte,2024-11-05,False,992.77,5.0
PROD-1045,accesorios,867.0,268.18,171,,zona_franca,2024-11-05,False,268.18,5.0
PROD-2720,laptop,1882.0,1348.56,298,,occidente,2024-11-05,False,1348.56,5.0
PROD-2590,accesorios,529.0,379.85,299,,norte,2024-11-05,False,379.85,5.0
PROD-3235,,-32.0,208.75,284,,norte,2024-11-05,True,208.75,5.0
PROD-2044,laptop,1936.0,293.33,141,5.0,norte,2024-11-06,False,293.33,5.0
PROD-2690,laptop,-11.0,1201.32,238,5.0,norte,2024-11-06,True,1201.32,5.0
PROD-1415,laptops,749.0,965.49,261,,sur,2024-11-06,False,965.49,5.0
PROD-3058,tablets,1472.0,1487.86,290,,sur,2024-11-07,False,1487.86,5.0
PROD-2783,laptop,27.0,1275.05,145,,sur,2024-11-08,False,1275.05,5.0
PROD-3417,tablets,1210.0,512.88,211,5.0,occidente,2024-11-08,False,512.88,5.0
PROD-1998,,1700.0,482.5,230,,occidente,2024-11-08,False,482.5,5.0
PROD-2155,laptops,908.0,1435.69,274,10.0,occidente,2024-11-08,False,1435.69,10.0
PROD-2273,smartphones,858.0,320.31,160,3.0,sur,2024-11-08,False,320.31,3.0
PROD-1813,accesorios,114.0,428.93,151,10.0,norte,2024-11-08,False,428.93,10.0
PROD-3366,laptop,940.0,1427.9,220,,bod-ext-99,2024-11-08,False,1427.9,5.0
PROD-2379,tablets,986.0,1118.84,217,3.0,occidente,2024-11-09,False,1118.84,3.0
PROD-1150,smartphones,,489.76,236,3.0,norte,2024-11-09,False,489.76,3.0
PROD-1332,accesorios,808.0,1348.75,137,5.0,sur,2024-11-09,False,1348.75,5.0
PROD-3005,smartphones,1722.0,387.67,292,10.0,bod-ext-99,2024-11-09,False,387.67,10.0
PROD-3347,tablets,586.0,1193.93,176,3.0,sur,2024-11-09,False,1193.93,3.0
PROD-1426,laptops,784.0,775.4,245,,bod-ext-99,2024-11-10,False,775.4,5.0
PROD-3042,laptops,623.0,191.53,286,5.0,sur,2024-11-10,False,191.53,5.0
PROD-2972,smartphones,1522.0,1294.97,285,5.0,sur,2024-11-11,False,1294.97,5.0
PROD-2157,laptops,151.0,560.87,279,3.0,sur,2024-11-11,False,560.87,3.0
PROD-3225,monitores,,639.18,282,,occidente,2024-11-11,False,639.18,5.0
PROD-2224,laptops,1850.0,842.68,162,,norte,2024-11-11,False,842.68,5.0
PROD-1550,laptops,,507.87,169,3.0,sur,2024-11-12,False,507.87,3.0
PROD-1393,,1818.0,1164.44,261,5.0,norte,2024-11-12,False,1164.44,5.0
PROD-1624,monitores,-12.0,1186.03,176,,zona_franca,2024-11-12,True,1186.03,5.0
